date,ticker,NewsCount,NewsTone
2020-01-11,KSS,5,0.0059189246545424644
2020-01-11,NOK,16,0.014593112923169118
2020-01-11,RIVN,1,0.00356911096690461
2020-01-12,AMC,214,-0.00416977729338931
2020-01-12,BB,6341,-0.01785297090561028
2020-01-12,GME,117,-0.0048668048174329457
2020-01-12,KOSS,8,-0.028072813254009024
2020-01-12,KSS,2,0.0052729793665542094
2020-01-12,NOK,12,0.010381712623210245
2020-01-13,AMC,206,0.0040413697440423091
2020-01-13,BB,11181,-0.012633887601154244
2020-01-13,GME,328,-0.0049901166877698412
2020-01-13,HOOD,1,-0.014492753623188399
2020-01-13,HTZ,6,-0.00045949771495548686
2020-01-13,KOSS,52,-0.043798314723139477
2020-01-13,KSS,8,0.024826901140367195
2020-01-13,NOK,32,0.024217528387925034
2020-01-13,PLTR,3,-0.008884226665964421
2020-01-13,RIVN,1,-0.0140845070422535
2020-01-14,AMC,153,-0.0075938482670582785
2020-01-14,BB,11396,-0.014865893994440941
2020-01-14,CVNA,1,-0.0035026269702276703
2020-01-14,GME,452,-0.0032937712887535029
2020-01-14,HTZ,3,0.030391635654793515
2020-01-14,KOSS,39,-0.033725251888300972
2020-01-14,KSS,5,0.029643123929367257
2020-01-14,NOK,65,0.0054056550234631243
2020-01-14,RIVN,1,0.00383141762452107
2020-01-14,SOUN,1,0.019920318725099598
2020-01-15,AMC,189,0.0026143683230602011
2020-01-15,BB,10805,-0.013739738261032981
2020-01-15,CVNA,7,0.0161943319838057
2020-01-15,GME,417,-0.0099670746994317914
2020-01-15,HOOD,1,0.031413612565445004
2020-01-15,HTZ,1,0.00662251655629139
2020-01-15,KOSS,32,-0.042754594113516078
2020-01-15,KSS,7,0.030583765091700136
2020-01-15,NOK,29,-0.00010378064814476555
2020-01-15,PLTR,2,-0.0338085279116147
2020-01-16,AMC,179,-0.011662237417554783
2020-01-16,BB,10846,-0.012845246170595103
2020-01-16,CVNA,2,0.0062016349078547152
2020-01-16,GME,398,-0.000899714071400549
2020-01-16,HTZ,1,0.00842696629213483
2020-01-16,KOSS,30,-0.015458729622522961
2020-01-16,KSS,4,0.013561132825105187
2020-01-16,NOK,55,-0.0068338694935158274
2020-01-16,OPEN,1,-0.0721649484536083
2020-01-17,AMC,233,-0.0044437662572963839
2020-01-17,BB,11018,-0.014520321800896244
2020-01-17,CVNA,2,0.0026048728378322847
2020-01-17,GME,435,-0.0045561148390894741
2020-01-17,HOOD,1,0.0029061319383899996
2020-01-17,KOSS,30,-0.075255635547420541
2020-01-17,KSS,2,-0.00049265937530790227
2020-01-17,NOK,43,0.0019498209219828944
2020-01-17,OPEN,1,0.0031067961165048502
2020-01-17,RIVN,1,0.0133779264214047
2020-01-18,AMC,75,-0.018221505032006629
2020-01-18,BB,7467,-0.012938434269997936
2020-01-18,GME,159,-0.013420937576022283
2020-01-18,KOSS,22,-0.0071451751729994812
2020-01-18,KSS,1,0
2020-01-18,NOK,44,-0.022834793562359731
2020-01-18,OPEN,1,0.0031067961165048502
2020-01-18,RIVN,2,0.0044282394512809142
2020-01-19,AMC,66,-0.0071984127018680285
2020-01-19,BB,6681,-0.01445575897124747
2020-01-19,GME,166,-0.0055474977917516965
2020-01-19,KOSS,15,-0.013795619626935098
2020-01-19,NOK,25,0.018104748980570278
2020-01-20,AMC,114,-0.0052319793219703778
2020-01-20,BB,10645,-0.012133316078395235
2020-01-20,GME,402,-0.0069992217874930793
2020-01-20,HTZ,9,0.0081082960842056139
2020-01-20,KOSS,31,-0.025097392919358162
2020-01-20,KSS,5,0.016215237876913178
2020-01-20,NOK,29,0.0068662395498509743
2020-01-20,PLTR,1,-0.00949367088607595
2020-01-21,AMC,225,0.012110663852350757
2020-01-21,BB,10923,-0.014842407585813741
2020-01-21,CVNA,6,0.01108338445859091
2020-01-21,GME,449,-0.00041335500428896704
2020-01-21,HOOD,1,-0.0649606299212599
2020-01-21,HTZ,10,-0.0036646083521490293
2020-01-21,KOSS,18,-0.028448156269074085
2020-01-21,KSS,1,0.0260303687635575
2020-01-21,NOK,35,0.0086673219291537231
2020-01-21,RIVN,2,-0.0077412783295136142
2020-01-22,AMC,174,-0.0095822057481285364
2020-01-22,BB,11655,-0.014066229027219785
2020-01-22,CVNA,8,0.019880409368817235
2020-01-22,GME,461,0.0010381652496393879
2020-01-22,HTZ,8,0.005516476797438336
2020-01-22,KOSS,22,-0.040639238401491251
2020-01-22,KSS,15,-0.0047699631580970236
2020-01-22,NOK,24,0.00635977253978257
2020-01-22,RIVN,2,0.029445073612684
2020-01-23,AMC,160,-0.0099171209827972374
2020-01-23,BB,11137,-0.01567270288140914
2020-01-23,CVNA,7,0.013054775538516944
2020-01-23,GME,405,-0.0040162110267288505
2020-01-23,HTZ,9,0.010495839362240682
2020-01-23,KOSS,24,-0.023786787177145358
2020-01-23,NOK,34,0.00230875603545131
2020-01-23,OPEN,1,0.037109375
2020-01-23,PLTR,2,-0.025544498496195049
2020-01-23,RIVN,3,0.005356903690437927
2020-01-24,AMC,130,-0.0017175328287775248
2020-01-24,BB,10844,-0.014600878057373864
2020-01-24,CVNA,16,0.011281183868840056
2020-01-24,GME,325,-0.0024603178334918494
2020-01-24,HTZ,2,0.026168831168831185
2020-01-24,KOSS,16,4.969255013543639e-05
2020-01-24,KSS,4,-0.027509053677220074
2020-01-24,NOK,52,-0.00639461890215337
2020-01-24,RIVN,4,0.014110013445813429
2020-01-25,AMC,73,-0.0078723556331147717
2020-01-25,BB,7465,-0.014669360574973221
2020-01-25,GME,189,-0.014246224278506759
2020-01-25,HOOD,1,0.040723981900452504
2020-01-25,KOSS,14,-0.0065156540829018825
2020-01-25,NOK,26,0.011252192432268342
2020-01-25,OPEN,1,0.00853788687299893
2020-01-25,RIVN,4,0.0057752535598663817
2020-01-26,AMC,54,-0.0055360126368848434
2020-01-26,BB,6349,-0.015177754225797856
2020-01-26,CVNA,1,-0.012444001991040302
2020-01-26,GME,138,-0.023900844746176597
2020-01-26,HOOD,1,-0.0757575757575758
2020-01-26,HTZ,1,0.0822510822510823
2020-01-26,KOSS,10,-0.042721169759503415
2020-01-26,KSS,1,0.0240963855421687
2020-01-26,NOK,12,0.0056061559624698562
2020-01-26,RIVN,27,-0.0033564016122668971
2020-01-27,AMC,174,-0.0049659961795226687
2020-01-27,BB,10082,-0.015175170309502261
2020-01-27,CVNA,6,0.010246047169810169
2020-01-27,GME,417,-0.0019276075072940893
2020-01-27,HOOD,1,-0.073394495412844
2020-01-27,HTZ,4,0.017168415341887552
2020-01-27,KOSS,19,-0.011545288434336297
2020-01-27,KSS,1,-0.0342205323193916
2020-01-27,NOK,63,0.001397643634543932
2020-01-27,RIVN,25,0.00352054489484365
2020-01-28,AMC,150,-0.0044977285547497994
2020-01-28,BB,11419,-0.014318128421734562
2020-01-28,CVNA,1,0.0142348754448399
2020-01-28,GME,378,-0.0086059549082762657
2020-01-28,HTZ,5,-0.016801497596814017
2020-01-28,KOSS,21,-0.018471049312407669
2020-01-28,KSS,1,-0.00825309491059147
2020-01-28,NOK,87,0.001149720497711222
2020-01-28,OPEN,5,0.032819526844679439
2020-01-28,PLTR,1,-0.0072538860103627005
2020-01-28,RIVN,5,0.00095646663412695277
2020-01-29,AMC,250,-0.0178296309706931
2020-01-29,BB,12656,-0.015312512123416226
2020-01-29,CVNA,1,0.0210896309314587
2020-01-29,GME,478,-0.0017934422173052477
2020-01-29,HTZ,2,0.016162703819276557
2020-01-29,KOSS,18,-0.01001784171300896
2020-01-29,NOK,75,0.0070171474390680064
2020-01-29,OPEN,3,0.0085941919415333645
2020-01-29,PLTR,1,-0.0081883316274309111
2020-01-29,RIVN,38,0.02416373416883821
2020-01-30,AMC,189,-0.012013937410862022
2020-01-30,BB,11514,-0.013364821178837845
2020-01-30,CVNA,3,0.00098554341931081976
2020-01-30,GME,389,-0.0068273070014944646
2020-01-30,HTZ,3,0.021725731895223432
2020-01-30,KOSS,32,-0.010032935515004646
2020-01-30,NOK,81,-5.4954184173952913e-05
2020-01-30,RIVN,30,0.027334623775501849
2020-01-31,AMC,151,-0.003763637733241022
2020-01-31,BB,11031,-0.012386514481188942
2020-01-31,CVNA,8,0.010268816916465104
2020-01-31,GME,383,-0.0074940896608416911
2020-01-31,HOOD,3,0.00953666095067702
2020-01-31,HTZ,7,-0.010064303267343972
2020-01-31,KOSS,26,-0.046952231690406056
2020-01-31,KSS,2,0.023675559972479183
2020-01-31,NOK,130,0.0033481702469309619
2020-01-31,RIVN,15,0.026131204711049072
2020-02-01,AMC,70,-0.014141417706684286
2020-02-01,BB,8304,-0.012211234284748122
2020-02-01,CVNA,1,0.00803212851405622
2020-02-01,GME,136,-0.013600333982625704
2020-02-01,HTZ,1,0
2020-02-01,KOSS,9,-0.0013206040906533784
2020-02-01,NOK,41,-0.001337296785302723
2020-02-01,RIVN,5,0.012400440247345081
2020-02-02,AMC,59,-0.0057916473273236244
2020-02-02,BB,7924,-0.0203472500167352
2020-02-02,CVNA,2,-0.0098550310647718548
2020-02-02,GME,109,-0.00690028286734563
2020-02-02,KOSS,5,-0.045500800960759834
2020-02-02,KSS,1,-0.025
2020-02-02,NOK,40,0.00055947746399163316
2020-02-02,RIVN,2,0.02451935940068033
2020-02-03,AMC,137,-0.011580679038100797
2020-02-03,BB,12491,-0.019404619588793602
2020-02-03,CVNA,3,0.012528024392431177
2020-02-03,GME,283,0.00047624390249193226
2020-02-03,HTZ,3,0.014628339826073262
2020-02-03,KOSS,35,-0.045892266789381117
2020-02-03,KSS,6,0.035684321831605165
2020-02-03,NOK,89,0.010795366139824564
2020-02-03,RIVN,2,0.025962180959766663
2020-02-04,AMC,154,-0.0086312421293723331
2020-02-04,BB,12922,-0.014283363554065336
2020-02-04,GME,326,-0.0053557655674301742
2020-02-04,HTZ,8,0.017415198580869349
2020-02-04,KOSS,23,-0.048070450071314677
2020-02-04,KSS,1,0.0146198830409357
2020-02-04,NOK,47,0.00026450760525542052
2020-02-04,RIVN,8,0.02104999211733272
2020-02-05,AMC,138,-0.00094372505793270558
2020-02-05,BB,13103,-0.013157905349759315
2020-02-05,CVNA,1,-0.00826446280991736
2020-02-05,GME,361,0.00077615745951958859
2020-02-05,HOOD,1,0.053398058252427195
2020-02-05,HTZ,8,0.0320314075756532
2020-02-05,KOSS,13,-0.0094344304089585915
2020-02-05,KSS,1,0.014970059880239498
2020-02-05,NOK,40,0.00892734536625073
2020-02-05,PLTR,1,-0.022222222222222202
2020-02-05,RIVN,6,0.025134930872692789
2020-02-06,AMC,148,-0.021303160263424967
2020-02-06,BB,12079,-0.014330943960568566
2020-02-06,GME,333,0.00096586498824727664
2020-02-06,HTZ,6,0.0082495320928719831
2020-02-06,KOSS,26,-0.0264241589487347
2020-02-06,KSS,2,0.022728158271559253
2020-02-06,NOK,290,0.0025512214621476394
2020-02-06,RIVN,6,0.028726027573977485
2020-02-07,AMC,144,-0.011076583508901621
2020-02-07,BB,11486,-0.013831079442712736
2020-02-07,CVNA,2,0.0132082916313804
2020-02-07,GME,349,-0.0075950983185642529
2020-02-07,HOOD,1,0.0014154281670205199
2020-02-07,HTZ,3,0.026804492642063065
2020-02-07,KOSS,36,-0.050181403335246857
2020-02-07,KSS,5,-0.0163834468351099
2020-02-07,NOK,264,-0.0016454844815486816
2020-02-07,OPEN,1,-0.00205444273240883
2020-02-07,RIVN,1,0.0368098159509202
2020-02-08,AMC,79,-0.013980681785369426
2020-02-08,BB,7568,-0.01231844639789236
2020-02-08,GME,133,-0.0088852717938296844
2020-02-08,HOOD,2,-0.00276243093922653
2020-02-08,HTZ,4,0.040595405541230117
2020-02-08,KOSS,21,-0.0395967456286307
2020-02-08,NOK,64,-0.0029478846080999628
2020-02-08,PLTR,1,0.0187085093542547
2020-02-08,RIVN,12,0.018705949927645592
2020-02-09,AMC,103,-0.014726411110588122
2020-02-09,BB,6735,-0.011918638368464258
2020-02-09,GME,95,-0.0079933555953301417
2020-02-09,HOOD,1,0
2020-02-09,HTZ,1,-0.0172910662824208
2020-02-09,KOSS,20,0.00024076688429600394
2020-02-09,KSS,4,-0.015593998015873018
2020-02-09,NOK,27,0.0064631674346892071
2020-02-09,RIVN,2,0.00675675675675675
2020-02-10,AMC,151,0.00010693760274582513
2020-02-10,BB,11630,-0.0076749677279879611
2020-02-10,CVNA,2,0.0158727988625178
2020-02-10,GME,375,0.004278378970905489
2020-02-10,HOOD,1,-0.0387596899224806
2020-02-10,HTZ,5,0.0068334341191759454
2020-02-10,KOSS,31,-0.024927998301046316
2020-02-10,KSS,3,-0.023989467240797032
2020-02-10,NOK,58,0.007675656945976884
2020-02-10,RIVN,4,-0.0019912812978695052
2020-02-11,AMC,157,-0.004145860601292321
2020-02-11,BB,11877,-0.013103454874692892
2020-02-11,GME,347,-0.0010898057861242995
2020-02-11,HOOD,2,-0.0423893673893674
2020-02-11,HTZ,4,0.0045972699014500372
2020-02-11,KOSS,27,-0.029194559364585565
2020-02-11,KSS,1,-0.03125
2020-02-11,NOK,43,0.011590226212082989
2020-02-11,OPEN,4,-0.0015105740181269001
2020-02-11,RIVN,4,0.007955281111498437
2020-02-12,AMC,171,-0.0012772536917079907
2020-02-12,BB,12743,-0.012320838847483338
2020-02-12,GME,373,-0.0057862556662352047
2020-02-12,HTZ,11,0.00061867701622802976
2020-02-12,KOSS,24,-0.033678113470526891
2020-02-12,KSS,8,0.014566150379141418
2020-02-12,NOK,234,-0.0042510039889985434
2020-02-12,RIVN,1,-0.0020618556701030998
2020-02-13,AMC,179,-0.0028299070145693496
2020-02-13,BB,11712,-0.011677402668786635
2020-02-13,GME,396,-0.0083330878645668325
2020-02-13,HTZ,5,-0.031660206416662763
2020-02-13,KOSS,25,-0.0163798893136739
2020-02-13,KSS,15,0.0024391166298418092
2020-02-13,NOK,37,0.0076790047322175961
2020-02-13,OPEN,1,0.0324675324675325
2020-02-13,RIVN,6,0.0071236578502435043
2020-02-13,SOUN,1,0.0335570469798658
2020-02-14,AMC,138,-0.0070229179543383593
2020-02-14,BB,11534,-0.0099549106525080259
2020-02-14,GME,340,0.0027220093358570792
2020-02-14,HTZ,3,-0.0074646142425792688
2020-02-14,KOSS,45,-0.044068569988610536
2020-02-14,KSS,2,0.020731318189070147
2020-02-14,NOK,60,0.013676741199599302
2020-02-15,AMC,69,-0.0065022669187248059
2020-02-15,BB,7994,-0.015601694039393911
2020-02-15,GME,219,-0.017356080710950853
2020-02-15,HTZ,2,0.0135763000852515
2020-02-15,KOSS,16,-0.020762784149221898
2020-02-15,KSS,5,-0.023170698063757857
2020-02-15,NOK,22,-0.0067035425681214655
2020-02-15,PLTR,2,0
2020-02-15,RIVN,2,0.032600422832980952
2020-02-16,AMC,65,-0.0043693268698005733
2020-02-16,BB,7573,-0.016034274586647652
2020-02-16,GME,130,-0.0030626038590084535
2020-02-16,HTZ,4,-0.00056704478528581039
2020-02-16,KOSS,8,-0.026836917809975314
2020-02-16,NOK,22,-0.0016028362538414208
2020-02-16,PLTR,1,-0.0277777777777778
2020-02-17,AMC,107,-0.008800190193197454
2020-02-17,BB,10827,-0.012277424503599626
2020-02-17,CVNA,1,0.0303951367781155
2020-02-17,GME,392,-0.009355770248921402
2020-02-17,HTZ,2,-0.0056179775280899005
2020-02-17,KOSS,19,-0.03480435103417312
2020-02-17,KSS,2,0.014027838190517599
2020-02-17,NOK,41,0.013767366147806973
2020-02-18,AMC,113,-0.0067995742420774415
2020-02-18,BB,12626,-0.014607186242683643
2020-02-18,GME,397,-0.0025080029381955049
2020-02-18,HOOD,1,0.0181818181818182
2020-02-18,HTZ,3,0.0010904297028150002
2020-02-18,KOSS,25,-0.059378139329733556
2020-02-18,KSS,4,0.0563459411013134
2020-02-18,NOK,20,0.011441611532807214
2020-02-18,RIVN,1,-0.0816326530612245
2020-02-19,AMC,179,-0.0056416347895839681
2020-02-19,BB,13166,-0.015297309643686956
2020-02-19,GME,344,-0.0021859572992389462
2020-02-19,HTZ,34,0.002257149719941327
2020-02-19,KOSS,18,-0.016157254752805682
2020-02-19,KSS,6,-9.8692593547561845e-05
2020-02-19,NOK,59,0.018004752063053565
2020-02-19,RIVN,3,0.00035542725011896044
2020-02-20,AMC,123,-0.0073449782794628091
2020-02-20,BB,13034,-0.016851297714028709
2020-02-20,CVNA,3,-0.02306799516471689
2020-02-20,GME,342,-0.0025218513395798454
2020-02-20,HOOD,3,0.0186476880013023
2020-02-20,HTZ,4,-0.049199705809815406
2020-02-20,KOSS,38,-0.048258653368411585
2020-02-20,NOK,44,0.016145707334414065
2020-02-20,OPEN,1,0.0160427807486631
2020-02-20,RIVN,1,0.0154142581888247
2020-02-21,AMC,149,-0.0043512793406242428
2020-02-21,BB,12344,-0.014277610447475024
2020-02-21,CVNA,2,0.022774416594641352
2020-02-21,GME,364,-0.0022384300590528126
2020-02-21,HOOD,2,0.0083612040133779486
2020-02-21,HTZ,6,0.006410971526201039
2020-02-21,KOSS,38,-0.039613874526353475
2020-02-21,KSS,1,0.012121212121212099
2020-02-21,NOK,13,0.00929759970113781
2020-02-21,OPEN,1,0.0078740157480315
2020-02-21,PLTR,1,0.012757605495583899
2020-02-22,AMC,98,-0.0031709449663751043
2020-02-22,BB,7853,-0.018375641589647426
2020-02-22,CVNA,2,0.002304147465437785
2020-02-22,GME,196,-0.02350217776046017
2020-02-22,HOOD,2,0.0229691427349056
2020-02-22,KOSS,30,-0.039594134645703556
2020-02-22,NOK,11,0.0037192052571425388
2020-02-23,AMC,57,-0.017049836121925913
2020-02-23,BB,6512,-0.014024432042332228
2020-02-23,GME,103,-0.0041805605323422187
2020-02-23,KOSS,13,-0.042619704684394827
2020-02-23,NOK,5,0.0023798591980410018
2020-02-23,RIVN,3,-0.0127678228944052
2020-02-24,AMC,131,-0.00068075269431808172
2020-02-24,BB,10326,-0.015310247362599338
2020-02-24,CVNA,2,-0.027847396268448902
2020-02-24,GME,338,-0.0036382188281991333
2020-02-24,HTZ,2,-0.018780550553125792
2020-02-24,KOSS,22,-0.020729573132057606
2020-02-24,KSS,2,0.0051875963360854642
2020-02-24,NOK,54,-0.0011424695473588418
2020-02-24,RIVN,5,0.0029797218569162635
2020-02-25,AMC,209,-0.0026049748825398397
2020-02-25,BB,10905,-0.015893801809099644
2020-02-25,GME,372,-0.012306814070323824
2020-02-25,HTZ,11,0.031860548523184276
2020-02-25,KOSS,24,-0.04354193045836361
2020-02-25,KSS,6,0.0277760895042799
2020-02-25,NOK,51,0.017071270031750196
2020-02-25,OPEN,2,0.0496654487267687
2020-02-25,RIVN,1,0.00223713646532438
2020-02-26,AMC,170,-0.0033406151510978021
2020-02-26,BB,10765,-0.016589967923350508
2020-02-26,GME,414,-0.0047810819236672013
2020-02-26,HOOD,1,-0.019607843137254898
2020-02-26,HTZ,96,0.0025816081286338978
2020-02-26,KOSS,16,-0.0061444658068881977
2020-02-26,KSS,2,0.025021459227467797
2020-02-26,NOK,72,0.009384766813144773
2020-02-26,RIVN,3,0.033385317228052068
2020-02-27,AMC,176,-0.00314218274640989
2020-02-27,BB,11639,-0.014108632229272784
2020-02-27,CVNA,9,0.017405034296497909
2020-02-27,GME,487,-0.00044229305554300787
2020-02-27,HTZ,12,0.0063975886127872151
2020-02-27,KOSS,27,-0.021062786682486592
2020-02-27,KSS,1,0.0143884892086331
2020-02-27,NOK,103,0.0046436967352349225
2020-02-27,RIVN,5,0.0010327112381598232
2020-02-28,AMC,160,-0.0079785285173225844
2020-02-28,BB,11404,-0.014528455636830319
2020-02-28,CVNA,4,0.00737716909385922
2020-02-28,GME,413,-7.227102258512954e-05
2020-02-28,HTZ,6,-0.0078338791794515285
2020-02-28,KOSS,28,-0.041084443131106638
2020-02-28,KSS,1,-0.0662251655629139
2020-02-28,NOK,41,0.00351803423405332
2020-02-29,AMC,73,-0.0043035386861470177
2020-02-29,BB,7109,-0.015608211120249602
2020-02-29,CVNA,1,-0.00503355704697987
2020-02-29,GME,151,-0.016942691874610602
2020-02-29,KOSS,7,-0.011090046683921131
2020-02-29,KSS,1,0.027173913043478302
2020-02-29,NOK,16,0.009233723665573625
2020-02-29,RIVN,1,0.0368271954674221
2020-03-01,AMC,81,-0.0070117464729717305
2020-03-01,BB,6912,-0.015593495235619245
2020-03-01,CVNA,1,0.0476190476190476
2020-03-01,GME,104,-0.0055950478811647181
2020-03-01,KOSS,11,-0.017488743729526177
2020-03-01,KSS,1,0.0331325301204819
2020-03-01,NOK,16,-3.5460835592559733e-06
2020-03-02,AMC,130,-0.0050947702057855884
2020-03-02,BB,9800,-0.0149559205261758
2020-03-02,GME,309,-0.00560893511046876
2020-03-02,HOOD,31,-0.025253141062297084
2020-03-02,HTZ,2,0.0017245784363822143
2020-03-02,KOSS,14,-0.018760456569295883
2020-03-02,KSS,5,0.0064851235212595977
2020-03-02,NOK,384,0.005995478702610392
2020-03-02,PLTR,2,-0.056613887514431804
2020-03-02,RIVN,4,0.01037909411971003
2020-03-03,AMC,152,-0.010461265768148417
2020-03-03,BB,11427,-0.0157393696544168
2020-03-03,GME,393,0.00045764705958582682
2020-03-03,HOOD,72,-0.021025435182568167
2020-03-03,HTZ,5,0.032168641037538276
2020-03-03,KOSS,20,-0.03863456301942296
2020-03-03,KSS,26,0.010691617162594015
2020-03-03,NOK,100,0.0021178907513240146
2020-03-03,RIVN,1,0.0073221757322175793
2020-03-04,AMC,107,-0.002267071199436779
2020-03-04,BB,11349,-0.013560425511141908
2020-03-04,CVNA,4,0.0162162162162162
2020-03-04,GME,390,-0.00086636258400496187
2020-03-04,HOOD,56,-0.030221538433871396
2020-03-04,HTZ,4,0.022990460042109973
2020-03-04,KOSS,23,-0.034095205652739241
2020-03-04,KSS,8,-0.010457830193562126
2020-03-04,NOK,91,0.0061066396464999105
2020-03-04,RIVN,2,0.01088777219430485
2020-03-05,AMC,138,-0.0083202250361120722
2020-03-05,BB,11238,-0.014086095059804283
2020-03-05,CVNA,1,-0.0147835269271383
2020-03-05,GME,426,0.0038314622641245966
2020-03-05,HOOD,12,-0.034763796253015081
2020-03-05,HTZ,7,-0.01122709552013328
2020-03-05,KOSS,19,-0.011324163560743158
2020-03-05,KSS,4,0.0058592811914723961
2020-03-05,NOK,130,0.0068593203524688834
2020-03-05,PLTR,2,0.0056858822816269645
2020-03-05,RIVN,1,-0.0072289156626506
2020-03-06,AMC,164,-0.012278867665778178
2020-03-06,BB,10302,-0.014755766184238803
2020-03-06,CVNA,1,0.0019801980198019802
2020-03-06,GME,397,-0.0085330522241247025
2020-03-06,HOOD,6,-0.00919704647202792
2020-03-06,HTZ,8,0.019224824300692576
2020-03-06,KOSS,25,-0.022564053539322736
2020-03-06,KSS,7,0.032342985178675454
2020-03-06,NOK,115,-0.004134919661710511
2020-03-06,PLTR,1,0.03886925795053
2020-03-06,RIVN,2,0.01035585730068783
2020-03-07,AMC,91,-0.01128161800937136
2020-03-07,BB,6662,-0.015327746656550232
2020-03-07,GME,152,-0.0052717466557743627
2020-03-07,HOOD,1,0.00518134715025907
2020-03-07,HTZ,1,0.0147737765466297
2020-03-07,KOSS,9,-0.050267100703422524
2020-03-07,KSS,2,-0.0136559234214455
2020-03-07,NOK,39,0.00071690624615440926
2020-03-08,AMC,148,-0.025069363027476432
2020-03-08,BB,6385,-0.017070048862333084
2020-03-08,GME,111,-0.01583526552135955
2020-03-08,HTZ,1,-0.0892857142857143
