date,net_sentiment,stock,sofr_Rate Type,sofr_Rate (%),sofr_1st Percentile (%),sofr_25th Percentile (%),sofr_75th Percentile (%),sofr_99th Percentile (%),sofr_Volume ($Billions),sofr_Target Rate From (%),sofr_Target Rate To (%),sofr_Intra Day - Low (%),sofr_Intra Day - High (%),sofr_Standard Deviation (%),sofr_30-Day Average SOFR,sofr_90-Day Average SOFR,sofr_180-Day Average SOFR,sofr_SOFR Index,sofr_Revision Indicator (Y/N),sofr_Footnote ID,unemp_UNEMPLOY,vix_VIXCLS,fomc_month,fomc_raw_date_text,fomc_year,aapl_Open,aapl_High,aapl_Low,aapl_Close,aapl_Adj Close,aapl_Volume,amzn_Open,amzn_High,amzn_Low,amzn_Close,amzn_Adj Close,amzn_Volume,fed_DFEDTARU,fed_rate_change,fed_action
2019-12-31,0.696969696969697,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,0.5609756097560976,AAPL,,,,,,,,,,,,,,,,,,,5869.0,,,,,,,,,,,,,,,,,1.75,,Unchanged
2020-01-02,0.6888888888888889,AAPL,SOFR,1.54,1.49,1.5,1.6,1.65,1123.0,,,,,,,,,,,,,12.47,,,,74.06,75.15,73.8,75.09,72.47,"135,480,400",93.75,94.9,93.21,94.9,94.9,"80,580,000",,,
2020-01-03,0.28316326530612246,AAPL,SOFR,1.55,1.5,1.52,1.6,1.66,1030.0,,,,,,,,,,,,,14.02,,,,74.29,75.14,74.13,74.36,71.76,"146,322,800",93.22,94.31,93.22,93.75,93.75,"75,288,000",,,
2020-01-04,0.3829787234042553,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,0.10344827586206896,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,0.4005305039787798,AAPL,SOFR,1.55,1.5,1.53,1.6,1.66,1034.0,,,,,,,,,,,,,13.85,,,,73.45,74.99,73.19,74.95,72.34,"118,387,200",93,95.18,93.0,95.14,95.14,"81,236,000",,,
2020-01-07,0.2971576227390181,AAPL,SOFR,1.56,1.5,1.53,1.61,1.67,1028.0,,,,,,,,,,,,,13.79,,,,74.96,75.22,74.37,74.6,72.0,"108,872,000",95.22,95.69,94.6,95.34,95.34,"80,898,000",,,
2020-01-08,0.5986622073578596,AAPL,SOFR,1.55,1.5,1.52,1.59,1.66,1007.0,,,,,,,,,,,,,13.45,,,,74.29,76.11,74.29,75.8,73.15,"132,079,200",94.9,95.55,94.32,94.6,94.6,"70,160,000",,,
2020-01-09,0.629080118694362,AAPL,SOFR,1.55,1.5,1.52,1.59,1.66,1011.0,,,,,,,,,,,,,12.54,,,,76.81,77.61,76.55,77.41,74.71,"170,108,400",95.49,95.89,94.79,95.05,95.05,"63,346,000",,,
2020-01-10,0.4493783303730018,AAPL,SOFR,1.55,1.5,1.52,1.59,1.65,1013.0,,,,,,,,,,,,,12.56,,,,77.65,78.17,77.06,77.58,74.88,"140,644,800",95.27,95.35,94.0,94.16,94.16,"57,074,000",,,
2020-01-11,0.6097560975609756,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-12,0.34782608695652173,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,0.5642023346303502,AAPL,SOFR,1.54,1.5,1.52,1.58,1.65,1021.0,,,,,,,,,,,,,12.32,,,,77.91,79.27,77.79,79.24,76.48,"121,532,000",94.57,94.9,94.04,94.57,94.57,"55,616,000",,,
2020-01-14,0.37858220211161386,AAPL,SOFR,1.55,1.5,1.52,1.59,1.65,1009.0,,,,,,,,,,,,,12.39,,,,79.18,79.39,78.04,78.17,75.44,"161,954,400",94.29,94.36,92.93,93.47,93.47,"68,818,000",,,
2020-01-15,0.32608695652173914,AAPL,SOFR,1.56,1.5,1.53,1.6,1.66,1022.0,,,,,,,,,,,,,12.42,,,,77.96,78.88,77.39,77.83,75.12,"121,923,600",93.61,93.94,92.75,93.1,93.1,"57,932,000",,,
2020-01-16,0.4670846394984326,AAPL,SOFR,1.55,1.5,1.52,1.58,1.64,1069.0,,,,,,,,,,,,,12.32,,,,78.4,78.93,78.02,78.81,76.06,"108,829,200",94.15,94.28,93.3,93.9,93.9,"53,190,000",,,
2020-01-17,0.6738197424892703,AAPL,SOFR,1.54,1.5,1.52,1.58,1.64,1043.0,,,,,,,,,,,,,12.1,,,,79.07,79.68,78.75,79.68,76.9,"137,816,400",94.29,94.33,92.86,93.24,93.24,"79,946,000",,,
2020-01-18,0.5789473684210527,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-19,0.32075471698113206,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20,0.5428571428571428,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21,0.6043956043956044,AAPL,SOFR,1.54,1.49,1.52,1.57,1.64,1067.0,,,,,,,,,,,,,12.85,,,,79.3,79.75,79.0,79.14,76.38,"110,843,200",93.25,94.71,93.0,94.6,94.6,"74,156,000",,,
2020-01-22,0.7249283667621776,AAPL,SOFR,1.54,1.49,1.51,1.57,1.64,1085.0,,,,,,,,,,,,,12.91,,,,79.64,80.0,79.33,79.43,76.65,"101,832,400",94.8,95.13,94.17,94.37,94.37,"64,326,000",,,
2020-01-23,0.7228464419475655,AAPL,SOFR,1.54,1.48,1.51,1.57,1.63,1051.0,,,,,,,,,,,,,12.98,,,,79.48,79.89,78.91,79.81,77.02,"104,472,000",94.26,94.5,93.64,94.23,94.23,"49,692,000",,,
2020-01-24,0.46882217090069284,AAPL,SOFR,1.53,1.49,1.51,1.57,1.63,1070.0,,,,,,,,,,,,,14.56,,,,80.06,80.83,79.38,79.58,76.8,"146,537,600",94.57,94.75,92.37,93.08,93.08,"75,324,000",,,
2020-01-25,-0.05660377358490566,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,0.3898305084745763,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,0.4653846153846154,AAPL,SOFR,1.53,1.49,1.51,1.57,1.63,1051.0,,,,,,,,,,,,,18.23,,,,77.51,77.94,76.22,77.24,74.54,"161,940,000",91,92.05,90.77,91.42,91.42,"70,570,000",,,
2020-01-28,0.4776444929116685,AAPL,SOFR,1.53,1.49,1.51,1.57,1.63,1074.0,,,,,,,,,,,,,16.28,January,28-29,2020.0,78.15,79.6,78.05,79.42,76.65,"162,234,000",92.03,92.91,91.5,92.66,92.66,"56,160,000",,,
2020-01-29,0.5441030723488602,AAPL,SOFR,1.53,1.49,1.51,1.57,1.63,1082.0,,,,,,,,,,,,,16.39,,,,81.11,81.96,80.35,81.08,78.26,"216,229,200",93.2,93.74,92.75,92.9,92.9,"41,760,000",,,
2020-01-30,0.3674832962138085,AAPL,SOFR,1.58,1.53,1.55,1.62,1.68,1072.0,,,,,,,,,,,,,15.49,,,,80.14,81.02,79.69,80.97,78.14,"126,743,200",92.9,93.64,92.53,93.53,93.53,"126,548,000",,,
2020-01-31,0.20610687022900764,AAPL,SOFR,1.6,1.55,1.57,1.65,1.72,1149.0,,,,,,,,,,,,,18.84,,,,80.23,80.67,77.07,77.38,74.68,"199,588,400",102.57,102.79,100.11,100.44,100.44,"311,346,000",,,
2020-02-01,0.06951871657754011,AAPL,,,,,,,,,,,,,,,,,,,5753.0,,,,,,,,,,,,,,,,,,,
2020-02-02,0.27918781725888325,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,0.15140845070422534,AAPL,SOFR,1.59,1.55,1.57,1.64,1.71,1134.0,,,,,,,,,,,,,17.97,,,,76.07,78.37,75.56,77.17,74.47,"173,788,400",100.53,102.43,100.01,100.21,100.21,"117,834,000",,,
2020-02-04,0.407202216066482,AAPL,SOFR,1.6,1.55,1.58,1.65,1.72,1161.0,,,,,,,,,,,,,16.05,,,,78.83,79.91,78.41,79.71,76.93,"136,616,400",101.49,102.99,100.77,102.48,102.48,"105,786,000",,,
2020-02-05,0.4423791821561338,AAPL,SOFR,1.59,1.54,1.57,1.64,1.71,1168.0,,,,,,,,,,,,,15.15,,,,80.88,81.19,79.74,80.36,77.56,"118,826,800",103.55,103.55,101.6,101.99,101.99,"87,524,000",,,
2020-02-06,0.582089552238806,AAPL,SOFR,1.59,1.55,1.57,1.64,1.7,1105.0,,,,,,,,,,,,,14.96,,,,80.64,81.31,80.07,81.3,78.47,"105,425,600",102.05,102.82,101.24,102.51,102.51,"63,660,000",,,
2020-02-07,0.2072072072072072,AAPL,SOFR,1.58,1.53,1.56,1.63,1.69,1111.0,,,,,,,,,,,,,15.47,,,,0.1925 Dividend,,,,,,102.1,104.93,101.9,103.96,103.96,"101,906,000",,,
2020-02-07,0.2072072072072072,AAPL,SOFR,1.58,1.53,1.56,1.63,1.69,1111.0,,,,,,,,,,,,,15.47,,,,80.59,80.85,79.5,80.01,77.4,"117,684,000",102.1,104.93,101.9,103.96,103.96,"101,906,000",,,
2020-02-08,-0.03571428571428571,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,0.2318840579710145,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,0.3006134969325153,AAPL,SOFR,1.58,1.54,1.56,1.62,1.69,1111.0,,,,,,,,,,,,,15.04,,,,78.54,80.39,78.46,80.39,77.77,"109,348,800",104.25,106.78,104.25,106.7,106.7,"101,124,000",,,
2020-02-11,0.28253968253968254,AAPL,SOFR,1.58,1.54,1.56,1.62,1.7,1114.0,,,,,,,,,,,,,15.18,,,,80.9,80.97,79.68,79.9,77.3,"94,323,200",107.54,109.3,106.8,107.54,107.54,"114,920,000",,,
2020-02-12,0.3684210526315789,AAPL,SOFR,1.57,1.53,1.55,1.62,1.68,1124.0,,,,,,,,,,,,,13.74,,,,80.37,81.81,80.37,81.8,79.13,"113,730,400",108.16,109.01,107.76,108.0,108.0,"66,686,000",,,
2020-02-13,0.15521628498727735,AAPL,SOFR,1.57,1.54,1.56,1.62,1.68,1114.0,,,,,,,,,,,,,14.15,,,,81.05,81.56,80.84,81.22,78.57,"94,747,600",107.25,108.51,107.1,107.49,107.49,"60,636,000",,,
2020-02-14,0.28205128205128205,AAPL,SOFR,1.58,1.55,1.56,1.63,1.69,1086.0,,,,,,,,,,,,,13.68,,,,81.18,81.5,80.71,81.24,78.59,"80,113,600",107.78,107.95,106.29,106.74,106.74,"52,124,000",,,
2020-02-15,0.4838709677419355,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,0.37142857142857144,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,-0.11746031746031746,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,0.21083627797408716,AAPL,SOFR,1.6,1.55,1.58,1.65,1.71,1163.0,,,,,,,,,,,,,14.83,,,,78.84,79.94,78.65,79.75,77.15,"152,531,200",106.25,108.3,106.21,107.78,107.78,"58,912,000",,,
2020-02-19,0.6055363321799307,AAPL,SOFR,1.59,1.53,1.57,1.64,1.7,1128.0,,,,,,,,,,,,,14.38,,,,80,81.14,80.0,80.9,78.27,"93,984,000",108.39,109.25,108.06,108.51,108.51,"51,224,000",,,
2020-02-20,0.0945945945945946,AAPL,SOFR,1.6,1.54,1.59,1.65,1.71,1112.0,,,,,,,,,,,,,15.56,,,,80.66,81.16,79.55,80.07,77.47,"100,566,000",108.65,108.84,106.37,107.65,107.65,"62,626,000",,,
2020-02-21,-0.07341772151898734,AAPL,SOFR,1.58,1.54,1.56,1.62,1.69,1099.0,,,,,,,,,,,,,17.08,,,,79.65,80.11,77.63,78.26,75.71,"129,554,000",107.11,107.23,104.4,104.8,104.8,"92,926,000",,,
2020-02-22,0.1875,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,0.021739130434782608,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,0.064891846921797,AAPL,SOFR,1.58,1.54,1.56,1.62,1.69,1106.0,,,,,,,,,,,,,25.03,,,,74.32,76.04,72.31,74.54,72.12,"222,195,200",100.16,101.96,99.4,100.46,100.46,"130,940,000",,,
2020-02-25,0.011363636363636364,AAPL,SOFR,1.59,1.55,1.57,1.63,1.7,1122.0,,,,,,,,,,,,,27.85,,,,75.24,75.63,71.53,72.02,69.67,"230,673,600",101.32,101.73,97.92,98.64,98.64,"124,382,000",,,
2020-02-26,0.021551724137931036,AAPL,SOFR,1.58,1.55,1.57,1.63,1.7,1120.0,,,,,,,,,,,,,27.56,,,,71.63,74.47,71.63,73.16,70.78,"198,054,800",98.51,100.73,98.02,98.98,98.98,"104,492,000",,,
2020-02-27,-0.06312292358803986,AAPL,SOFR,1.58,1.54,1.57,1.63,1.7,1106.0,,,,,,,,,,,,,39.16,,,,70.28,71.5,68.24,68.38,66.15,"320,605,600",96.72,98.75,94.14,94.21,94.21,"162,880,000",,,
2020-02-28,0.03558282208588957,AAPL,SOFR,1.6,1.54,1.59,1.65,1.72,1156.0,,,,,,,,,,,,,40.11,,,,64.32,69.6,64.09,68.34,66.11,"426,510,000",90.73,94.49,90.56,94.19,94.19,"189,620,000",,,
2020-02-29,-0.13043478260869565,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,-0.1308411214953271,AAPL,,,,,,,,,,,,,,,,,,,7206.0,,,,,,,,,,,,,,,,,,,
2020-03-02,0.3171428571428571,AAPL,SOFR,1.59,1.55,1.57,1.64,1.76,1291.0,,,,,,,,,,,,,33.42,,,,70.57,75.36,69.43,74.7,72.27,"341,397,200",95.32,97.73,93.5,97.7,97.7,"135,234,000",,,
2020-03-03,0.24659606656580937,AAPL,SOFR,1.64,1.58,1.63,1.71,1.81,1238.0,,,,,,,,,,,,,36.82,,,,75.92,76.0,71.45,72.33,69.97,"319,475,600",98.77,99.82,94.4,95.45,95.45,"150,690,000",,,
2020-03-04,0.2348993288590604,AAPL,SOFR,1.23,1.12,1.22,1.28,1.37,1261.0,,,,,,,,,,,,,31.99,,,,74.11,75.85,73.28,75.68,73.22,"219,178,400",97.33,98.9,96.1,98.79,98.79,"95,458,000",1.25,-0.5,Cut
2020-03-05,-0.1069182389937107,AAPL,SOFR,1.12,1.08,1.11,1.17,1.25,1254.0,,,,,,,,,,,,,39.62,,,,73.88,74.89,72.85,73.23,70.84,"187,572,800",96.65,98.04,95.5,96.2,96.2,"94,964,000",,,
2020-03-06,-0.15806451612903225,AAPL,SOFR,1.1,1.06,1.08,1.15,1.22,1295.0,,,,,,,,,,,,,41.94,,,,70.5,72.71,70.31,72.26,69.9,"226,176,800",93.75,95.54,93.47,95.05,95.05,"105,472,000",,,
2020-03-07,0.009345794392523364,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,-0.3333333333333333,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,-0.026573426573426574,AAPL,SOFR,1.09,1.05,1.08,1.14,1.22,1256.0,,,,,,,,,,,,,54.46,,,,65.94,69.52,65.75,66.54,64.37,"286,744,800",88.69,93.14,88.06,90.03,90.03,"156,264,000",,,
2020-03-10,-0.04792332268370607,AAPL,SOFR,1.11,1.08,1.1,1.17,1.23,1264.0,,,,,,,,,,,,,47.3,,,,69.29,71.61,67.34,71.33,69.01,"285,290,000",93.54,94.71,90.91,94.59,94.59,"142,666,000",,,
2020-03-11,-0.2209737827715356,AAPL,SOFR,1.15,1.1,1.14,1.2,1.28,1222.0,,,,,,,,,,,,,53.9,,,,69.35,70.31,67.96,68.86,66.61,"255,598,800",92.89,93.57,90.07,91.04,91.04,"112,496,000",,,
2020-03-12,-0.3103448275862069,AAPL,SOFR,1.2,1.07,1.2,1.25,1.42,1293.0,,,,,,,,,,,,,75.47,,,,63.99,67.5,62.0,62.06,60.03,"418,474,000",86.1,88.25,83.75,83.83,83.83,"226,924,000",,,
2020-03-13,-0.025032938076416336,AAPL,SOFR,1.1,1.06,1.08,1.15,1.22,1298.0,,,,,,,,,,,,,57.83,,,,66.22,69.98,63.24,69.49,67.23,"370,732,000",87.75,89.32,84.03,89.25,89.25,"176,194,000",,,
2020-03-14,-0.13186813186813187,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,-0.23728813559322035,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,-0.3578826237054085,AAPL,SOFR,0.26,0.2,0.23,0.35,2.0,1306.0,,,,,,,,,,,,,82.69,,,,60.49,64.77,60.0,60.55,58.58,"322,423,600",82.08,87.97,81.3,84.46,84.46,"178,346,000",0.25,-1.0,Cut
2020-03-17,-0.33236994219653176,AAPL,SOFR,0.54,0.09,0.5,0.74,1.0,1335.0,,,,,,,,,,,,,75.91,March,17-18 (cancelled),2020.0,61.88,64.4,59.6,63.22,61.15,"324,056,000",88.77,92.89,84.46,90.39,90.39,"218,342,000",,,
2020-03-18,-0.38193343898573695,AAPL,SOFR,0.1,0.06,0.08,0.16,0.42,1358.0,,,,,,,,,,,,,76.45,,,,59.94,62.5,59.28,61.67,59.66,"300,233,600",87.5,92.08,87.25,91.5,91.5,"192,904,000",,,
2020-03-19,-0.26444833625218916,AAPL,SOFR,0.06,0.03,0.05,0.11,0.27,1319.0,,,,,,,,,,,,,72.0,,,,61.85,63.21,60.65,61.19,59.2,"271,857,200",93,97.25,91.63,94.05,94.05,"207,998,000",,,
2020-03-20,-0.436950146627566,AAPL,SOFR,0.04,0.01,0.03,0.07,0.18,1235.0,,,,,,,,,,,,,66.04,,,,61.79,62.96,57.0,57.31,55.44,"401,693,200",96.32,97.85,91.04,92.3,92.3,"196,358,000",,,
2020-03-21,-0.3333333333333333,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,-0.4953271028037383,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,-0.08809891808346214,AAPL,SOFR,0.02,0.0,0.01,0.04,0.2,1277.0,,,,,,,,,,,,,61.59,,,,57.02,57.13,53.15,56.09,54.26,"336,752,800",91.39,95.97,90.6,95.14,95.14,"156,170,000",,,
2020-03-24,-0.14792899408284024,AAPL,SOFR,0.01,0.0,0.01,0.03,0.2,1280.0,,,,,,,,,,,,,61.67,,,,59.09,61.92,58.58,61.72,59.71,"287,531,200",97.57,97.75,95.02,97.0,97.0,"142,942,000",,,
2020-03-25,-0.3563636363636364,AAPL,SOFR,0.01,0.0,0.01,0.02,0.22,1229.0,,,,,,,,,,,,,63.95,,,,62.69,64.56,61.08,61.38,59.38,"303,602,000",96.03,97.51,94.29,94.29,94.29,"129,582,000",,,
2020-03-26,-0.3510204081632653,AAPL,SOFR,0.01,0.0,0.01,0.02,0.23,1233.0,,,,,,,,,,,,,61.0,,,,61.63,64.67,61.59,64.61,62.5,"252,087,200",95.1,97.82,94.46,97.77,97.77,"124,426,000",,,
2020-03-27,-0.30935251798561153,AAPL,SOFR,0.01,-0.01,0.01,0.01,0.2,1222.0,,,,,,,,,,,,,65.54,,,,63.19,63.97,61.76,61.94,59.92,"204,216,800",96.54,96.99,95.0,95.0,95.0,"107,758,000",,,
2020-03-28,-0.25396825396825395,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,-0.3904761904761905,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,-0.08955223880597014,AAPL,SOFR,0.01,-0.02,0.01,0.01,0.18,1157.0,,,,,,,,,,,,,57.08,,,,62.69,63.88,62.35,63.7,61.63,"167,976,400",96.14,98.68,95.62,98.2,98.2,"122,522,000",,,
2020-03-31,-0.26575342465753427,AAPL,SOFR,0.01,-0.03,0.01,0.01,0.17,1127.0,,,,,,,,,,,,,53.54,,,,63.9,65.62,63.0,63.57,61.5,"197,002,000",98.22,99.65,97.2,97.49,97.49,"102,472,000",,,
2020-04-01,-0.3333333333333333,AAPL,SOFR,0.01,-0.01,0.01,0.03,0.17,1226.0,,,,,,,,,,,,23084.0,57.06,,,,61.63,62.18,59.78,60.23,58.26,"176,218,400",96.65,97.25,94.65,95.39,95.39,"82,438,000",,,
2020-04-02,-0.3576158940397351,AAPL,SOFR,0.01,0.01,0.01,0.03,0.17,1202.0,,,,,,,,,,,,,50.91,,,,60.08,61.29,59.22,61.23,59.24,"165,934,000",95.08,96.38,94.5,95.94,95.94,"86,720,000",,,
2020-04-03,-0.24041811846689895,AAPL,SOFR,0.01,0.0,0.01,0.02,0.16,1266.0,,,,,,,,,,,,,46.8,,,,60.7,61.42,59.74,60.35,58.39,"129,880,000",95.56,96.32,94.46,95.33,95.33,"72,198,000",,,
2020-04-04,-0.125,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,0.2553191489361702,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,0.27323943661971833,AAPL,SOFR,0.01,0.0,0.01,0.02,0.15,1254.0,,,,,,,,,,,,,45.24,,,,62.72,65.78,62.35,65.62,63.48,"201,820,400",96.8,99.93,96.5,99.88,99.88,"115,464,000",,,
2020-04-07,0.06607929515418502,AAPL,SOFR,0.01,0.0,0.01,0.02,0.16,1226.0,,,,,,,,,,,,,46.7,,,,67.7,67.93,64.75,64.86,62.74,"202,887,200",100.86,101.79,99.88,100.58,100.58,"102,280,000",,,
2020-04-08,-0.03724928366762178,AAPL,SOFR,0.01,0.01,0.01,0.03,0.16,1152.0,,,,,,,,,,,,,43.35,,,,65.68,66.84,65.31,66.52,64.35,"168,895,200",101.05,102.2,100.56,102.15,102.15,"79,546,000",,,
2020-04-09,-0.14745308310991956,AAPL,SOFR,0.01,0.01,0.01,0.05,0.16,1160.0,,,,,,,,,,,,,41.67,,,,67.18,67.52,66.18,67.0,64.81,"161,834,800",102.21,102.65,100.88,102.14,102.14,"92,930,000",,,
2020-04-10,0.046511627906976744,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,0.29577464788732394,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,0.2727272727272727,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,-0.11945392491467577,AAPL,SOFR,0.02,0.01,0.02,0.07,0.17,1193.0,,,,,,,,,,,,,41.17,,,,67.08,68.43,66.46,68.31,66.09,"131,022,800",102,109.0,101.9,108.44,108.44,"134,334,000",,,
2020-04-14,0.07253886010362694,AAPL,SOFR,0.06,0.03,0.05,0.11,0.21,1152.0,,,,,,,,,,,,,37.76,,,,70,72.06,69.51,71.76,69.42,"194,994,800",110.02,114.6,109.31,114.17,114.17,"161,744,000",,,
2020-04-15,-0.09186351706036745,AAPL,SOFR,0.03,0.02,0.03,0.08,0.18,1257.0,,,,,,,,,,,,,40.84,,,,70.6,71.58,70.16,71.11,68.79,"131,154,400",112.88,116.67,112.25,115.38,115.38,"137,332,000",,,
2020-04-16,0.1111111111111111,AAPL,SOFR,0.03,0.01,0.02,0.08,0.16,1223.0,,,,,,,,,,,,,40.11,,,,71.85,72.05,70.59,71.67,69.34,"157,125,200",117.3,123.05,116.75,120.41,120.41,"240,764,000",,,
2020-04-17,0.10070921985815603,AAPL,SOFR,0.03,0.02,0.02,0.08,0.16,1231.0,,,,,,,,,,,,,38.15,,,,71.17,71.74,69.21,70.7,68.4,"215,250,000",118.62,120.0,115.8,118.75,118.75,"158,600,000",,,
2020-04-18,0.37209302325581395,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,0.4020618556701031,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,0.08085106382978724,AAPL,SOFR,0.02,0.01,0.01,0.06,0.15,1158.0,,,,,,,,,,,,,43.83,,,,69.49,70.42,69.21,69.23,66.98,"130,015,200",119.5,122.25,119.3,119.68,119.68,"115,414,000",,,
2020-04-21,-0.14204545454545456,AAPL,SOFR,0.01,0.0,0.01,0.03,0.13,1163.0,,,,,,,,,,,,,45.41,,,,69.07,69.31,66.36,67.09,64.91,"180,991,600",120.83,121.42,113.98,116.41,116.41,"149,534,000",,,
2020-04-22,0.17518248175182483,AAPL,SOFR,0.01,0.0,0.01,0.03,0.12,1158.0,,,,,,,,,,,,,41.98,,,,68.4,69.47,68.05,69.03,66.78,"116,862,400",118.45,119.7,117.55,118.17,118.17,"84,244,000",,,
2020-04-23,-0.048859934853420196,AAPL,SOFR,0.01,0.01,0.01,0.04,0.13,1141.0,,,,,,,,,,,,,41.38,,,,68.97,70.44,68.72,68.76,66.52,"124,814,400",120,121.21,119.1,119.97,119.97,"101,332,000",,,
2020-04-24,0.1134020618556701,AAPL,SOFR,0.03,0.02,0.03,0.08,0.16,1208.0,,,,,,,,,,,,,35.93,,,,69.3,70.75,69.25,70.74,68.44,"126,161,200",120.85,121.02,119.1,120.51,120.51,"76,498,000",,,
2020-04-25,0.391304347826087,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,0.16216216216216217,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,0.06474820143884892,AAPL,SOFR,0.03,0.02,0.02,0.07,0.16,1145.0,,,,,,,,,,,,,33.29,,,,70.45,71.14,69.99,70.79,68.49,"117,087,600",122.16,122.24,118.15,118.8,118.8,"112,912,000",,,
2020-04-28,0.075,AAPL,SOFR,0.01,0.01,0.01,0.05,0.15,1165.0,,,,,,,,,,,,,33.57,April,28-29,2020.0,71.27,71.46,69.55,69.64,67.38,"112,004,800",118.61,118.68,115.3,115.7,115.7,"105,388,000",,,
2020-04-29,0.5217391304347826,AAPL,SOFR,0.01,0.01,0.01,0.05,0.13,1141.0,,,,,,,,,,,,,31.23,,,,71.18,72.42,70.97,71.93,69.59,"137,280,800",116.5,119.59,115.5,118.64,118.64,"91,832,000",,,
2020-04-30,0.07172413793103448,AAPL,SOFR,0.04,0.02,0.02,0.09,0.16,1180.0,,,,,,,,,,,,,34.15,,,,72.49,73.63,72.09,73.45,71.06,"183,064,000",120.99,123.75,119.8,123.7,123.7,"190,692,000",,,
2020-05-01,-0.023696682464454975,AAPL,SOFR,0.03,0.02,0.03,0.09,0.16,1190.0,,,,,,,,,,,,20929.0,37.19,,,,71.56,74.75,71.46,72.27,69.91,"240,616,800",116.84,118.12,112.91,114.3,114.3,"195,452,000",,,
2020-05-02,0.16483516483516483,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-03,0.056338028169014086,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,0.4124629080118694,AAPL,SOFR,0.05,0.02,0.04,0.1,0.18,1184.0,,,,,,,,,,,,,35.97,,,,72.29,73.42,71.58,73.29,70.9,"133,568,000",112.82,116.35,112.82,115.8,115.8,"97,318,000",,,
2020-05-05,0.315,AAPL,SOFR,0.05,0.03,0.04,0.09,0.17,1172.0,,,,,,,,,,,,,33.61,,,,73.76,75.25,73.61,74.39,71.97,"147,751,200",117,117.55,115.36,115.89,115.89,"64,850,000",,,
